"geographicAreaM49","timePointYears","Value_4100","Value_4101","Value_4102","Value_4103","Value_4104","Value_4105","Value_4106","Value_4107","Value_4108","Value_4109","Value_4110","Value_4111","Value_4112","Value_4113","Value_4114","Value_4115","Value_4116","Value_4150","Value_4151","Value_4152","Value_4153","Value_4154","Value_4155","Value_4156","Value_4157","Value_4158","Value_4159","Value_4160","Value_4161","Value_4162","Value_4164","Value_4165","Value_4168","Value_4171","Value_4172","Value_4173","Value_4174","Value_4176","Value_4177","Value_4178","Value_4182","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4193","Value_4194","Value_4195","Value_4196","Value_4197","Value_4250","Value_4251","Value_4252","Value_4253","Value_4254","Value_4255","Value_4256","Value_4257","Value_4260","Value_4261","Value_4262","Value_4263","Value_4264","Value_4265","Value_4266","Value_4267","Value_4268","Value_4269","Value_4270","Value_4271","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4306","Value_4307","Value_4308","Value_4309","Value_4310","Value_4311","Value_4312","Value_4313","Value_4314","Value_4315","Value_4316","Value_4317","Value_4318","Value_4319","Value_4320","Value_4321","Value_4322","Value_4323","Value_4324","Value_4325","Value_4326","Value_4327","Value_4328","Value_4329","Value_4330","Value_4331","Value_4332","Value_4333","Value_4334","Value_4335","Value_4336","Value_4337","Value_4338","Value_4339","Value_4340","Value_4341","Value_4342","Value_4343","Value_4344","Value_4345","Value_4346","Value_4347","Value_4348","Value_4349","Value_4350","Value_4351","Value_4352","Value_4353","Value_4354","Value_4355","Value_4356","Value_4357","Value_4358","Value_4359","Value_4360","Value_4361","Value_4362","Value_4363","Value_4364","Value_4366","Value_4367","Value_4369","Value_4370","Value_4371","Value_4372","Value_4373","Value_4374","Value_4376","Value_4377","Value_4378","Value_4379","Value_4400","Value_4401","Value_4403","Value_4410","Value_4411","Value_4412","Value_4413","Value_4414","Value_4415","Value_4416","Value_4417","Value_4418","Value_4420","Value_4421","Value_4422","Value_4423","Value_4424","Value_4425","Value_4426","Value_4427","Value_4431","Value_4432","Value_4434","Value_4436","Value_4437","Value_4438","Value_4439","Value_4445","Value_4446","Value_4448","Value_4449","Value_4450","Value_4451","Value_4452","Value_4453","Value_4454","Value_4455","Value_4457","Value_4458","Value_4459","Value_4460","Value_4461","Value_4462","Value_4463","Value_4464","Value_4465","Value_4466","Value_4467","Value_4468","Value_4469","Value_4470","Value_4471","Value_4472","Value_4473","Value_4474","Value_4475","Value_4476","Value_4477","Value_4481","Value_4482","Value_4483","Value_4484","Value_4485","Value_4486","Value_4487","Value_4490","Value_4491","Value_4492","Value_4493","Value_4497","Value_4499","Value_4503","Value_4507","Value_4508","Value_4509","Value_4510","Value_4511","Value_4512","Value_4513","Value_4514","Value_4515","Value_4516","Value_4517","Value_4520","Value_4521","Value_4522","Value_4523","Value_4524","Value_4525","Value_4531","Value_4532","Value_4533","Value_4534","Value_4535","Value_4536","Value_4537","Value_4538","Value_4541","Value_4542","Value_4543","Value_4544","Value_4545","Value_4546","Value_4547","Value_4548","Value_4549","Value_4550","Value_4551","Value_4552","Value_4553","Value_4554","Value_4555","Value_4556","Value_4557","ID","label"
"Jordan",1992,8878,259.7,70,329.7,3744,915,2829,42.17,115,69,46,NA,5.31e+09,7.894,96.5,90.3,98.4,9.855,111,0.007,NA,0.45,0.485,0.253,0.682,182.2,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,250.3,27.21,NA,NA,NA,NA,NA,0.737,0.214,0.033,0.984,74.9,21.75,3.354,262.8,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,78.66,100,4,4,0,1.213,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.221,NA,915,137.4,NA,0.09,NA,NA,NA,57.16,1419,NA,NA,NA,NA,NA,NA,NA,NA,95.22,75.65,NA,3.714,NA,241.8,200,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.814,196.8,NA,NA,NA,0.253,NA,12.57,NA,NA,NA,NA,NA,1.26e+09,2.98e+09,3.63e+08,0.2054,128.1,430.8,0,38.31,13.9,NA,NA,NA,"1038_Jordan_1992","raw"
"Jordan",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1039_Jordan_1993","raw"
"Jordan",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.93,22.41,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.19,22.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.61,NA,"1040_Jordan_1994","raw"
"Jordan",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.85,NA,NA,NA,72.85,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.71,26.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1041_Jordan_1995","raw"
"Jordan",1997,8878,187,83,270,4545,951,3594,51.19,128,68,60,NA,7.24e+09,3.333,96.7,90.8,98.3,9.855,111,0.0082,NA,0.45,0.485,0.253,0.682,150.1,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,206.2,27.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1238,NA,NA,0.09,NA,NA,NA,NA,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.041,NA,NA,400,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.253,NA,10.34,NA,NA,NA,NA,NA,1.62e+09,4.45e+09,2.09e+08,0.2054,NA,NA,NA,NA,NA,NA,NA,NA,"1042_Jordan_1997","raw"
"Jordan",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3189,NA,NA,10712,NA,NA,NA,23202,NA,NA,NA,NA,NA,NA,30420,17119,20090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1043_Jordan_1998","raw"
"Jordan",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,34.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,NA,NA,NA,NA,NA,NA,NA,42.09,34.82,NA,NA,NA,NA,NA,NA,NA,NA,0.0649,NA,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1044_Jordan_2000","raw"
"Jordan",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1045_Jordan_2001","raw"
"Jordan",2002,8878,195,88,283,4939,999,3940,55.63,112,53,59,NA,9.58e+09,2.546,96.8,91.2,98.2,9.855,111,0.0143,NA,0.45,0.485,0.253,0.682,138.1,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,189.7,27.21,NA,NA,NA,NA,NA,0.517,0.249,0.037,0.803,64.38,31.01,4.608,162.6,NA,NA,NA,0.7381,NA,NA,NA,NA,NA,0.18,0.075,NA,55.18,78.77,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,74.93,NA,NA,NA,74.93,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.15,26.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1327,108.2,NA,0.09,NA,NA,NA,50.42,1940,NA,NA,NA,NA,NA,NA,NA,NA,91.92,63.2,NA,3.188,NA,NA,300,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.002,19,NA,NA,NA,NA,NA,NA,NA,NA,7.491,104.7,NA,NA,NA,0.253,NA,8.44,NA,NA,NA,NA,NA,2.23e+09,5.81e+09,2.1e+08,0.2054,100.9,1001,0,60.4,23.31,NA,38.43,NA,"1046_Jordan_2002","raw"
"Jordan",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3011,NA,NA,NA,NA,NA,0.147,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.86,1,64,78.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,6,35.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676,NA,0.684,NA,NA,NA,NA,3.483,NA,NA,NA,NA,NA,NA,0.927,NA,1.9,6.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,75,NA,95.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1047_Jordan_2004","raw"
"Jordan",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2199,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3129,0.5533,NA,0.0098,NA,NA,0.0769,NA,NA,NA,NA,NA,NA,10.51,10.51,0,4.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,187,9520,5700,4300,860,NA,430,1429,1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3652,0.0221,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1048_Jordan_2005","raw"
"Jordan",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2,NA,44.48,38.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.776,"1049_Jordan_2006","raw"
"Jordan",2007,8878,140.3,81,221.3,5759,1138,4621,64.87,115,47,68,NA,1.71e+10,2.842,96.9,91.7,98,9.855,111,0.0211,NA,0.45,0.485,0.253,0.682,118.4,0.4,0.13,NA,0,0.165,0.54,0.035,NA,NA,NA,0,0.165,0.27,NA,0.255,0.65,0.54,0.937,162.7,27.21,NA,NA,NA,NA,NA,0.589,0.294,0.049,0.932,63.2,31.55,5.258,161.8,NA,NA,NA,0.9222,NA,NA,NA,NA,NA,NA,0.098,51.12,62.86,98.42,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,81.09,NA,NA,NA,81.09,NA,100,NA,NA,NA,54.85,48.06,NA,NA,NA,93.97,NA,95.4,36.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.166,43.33,81.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,NA,1605,135.2,NA,0.09,NA,NA,NA,51.05,2971,NA,NA,NA,108.1,NA,108.1,NA,NA,98.95,63.62,NA,2.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8201,23,NA,NA,37.77,43.33,NA,NA,NA,NA,8.508,102.3,NA,NA,NA,0.253,NA,7.165,NA,NA,NA,NA,NA,4.82e+09,9.99e+09,4.33e+08,0.2054,126.1,1589,0.0052,98.34,33.97,0.7087,57.8,NA,"1050_Jordan_2007","raw"
"Jordan",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1051_Jordan_2010","raw"
