"geographicAreaM49","timePointYears","Value_4103","Value_4101","Value_4102","Value_4105","Value_4104","Value_4106","Value_4107","Value_4100","Value_4160","Value_4162","Value_4168","Value_4108","Value_4109","Value_4110","Value_4150","Value_4155","Value_4157","Value_4154","Value_4156","Value_4158","Value_4164","Value_4176","Value_4174","Value_4182","Value_4452","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4509","Value_4193","Value_4194","Value_4196","Value_4195","Value_4253","Value_4251","Value_4252","Value_4250","Value_4254","Value_4255","Value_4256","Value_4257","Value_4263","Value_4264","Value_4265","Value_4451","Value_4271","Value_4260","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4311","Value_4308","Value_4309","Value_4310","Value_4313","Value_4312","Value_4316","Value_4317","Value_4314","Value_4315","Value_4319","Value_4323","Value_4320","Value_4324","Value_4321","Value_4325","Value_4322","Value_4327","Value_4326","Value_4328","Value_4318","Value_4330","Value_4307","Value_4331","Value_4445","Value_4400","Value_4446","Value_4448","Value_4450","Value_4455","Value_4454","Value_4457","Value_4458","Value_4112","Value_4459","Value_4462","Value_4379","Value_4461","Value_4463","Value_4464","Value_4466","Value_4465","Value_4467","Value_4468","Value_4470","Value_4471","Value_4197","Value_4514","Value_4513","Value_4531","Value_4532","Value_4538","Value_4449","Value_4550","Value_4549","Value_4551","Value_4552","Value_4553","Value_4554","Value_4548","Value_4555","Value_4546","Value_4547","Value_4556","Value_4557","Imputation"
"Algeria",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,156,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,10,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,61,30,8,178,5,NA,NA,NA,71,2,30,48,NA,NA,NA,NA,513,NA,NA,NA,569,NA,56,569,NA,NA,100,61,351,36,206,2,12,NA,NA,79,453,43,NA,6,NA,NA,10,NA,50,NA,NA,NA,NA,NA,NA,100,453,453,88,100,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,817,0,NA,NA,NA,NA,NA,NA,6,NA,"No"
"Algeria",2002,8206,7547,659,11957,31990,20033,13,238174,0,0,0,2957,1428,1529,212,9,11,1,0,351,0,0,0,0,0,10,1,11,364,3,6,1,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,15,109,23,12380,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No"
"Algeria",2007,8390,7469,921,11327,34262,22935,14,238174,0,0,0,3205,1532,1673,212,9,11,1,0,328,0,0,0,0,0,10,1,11,340,3,6,1,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,22,14420,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,"No"
"Algeria",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2012,8430,7506,924,10937,37439,26502,15,238174,0,0,0,3368,1595,1773,212,9,11,1,0,300,0,0,0,0,0,10,1,11,311,3,6,1,5,7,1,8,3,0,4,59,35,4,225,7,0,NA,NA,NA,NA,42,66,NA,NA,NA,NA,1177,686,270,220,1230,NA,NA,1230,NA,NA,100,68,841,30,372,1,14,NA,NA,86,1065,94,1300,14,NA,NA,NA,NA,69,NA,NA,80,5582,NA,490,84,NA,1012,85,84,0,1,92,114,3,NA,NA,NA,NA,11,133,20,16456,87,2,2099,0,241,25,NA,0,NA,NA,NA,2,"No"
"Algeria",2014,8439,7469,969,NA,NA,NA,NA,238174,0,0,0,3399,1616,1783,212,9,11,1,0,283,0,0,0,0,0,10,1,11,294,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,19,17253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"No"
"Algeria",2015,NA,NA,NA,10928,39667,28739,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Algeria",1960,6900,6300,600,7756,11690,3934,4,238174,0,0,0,1726,996,730,212,9,11,1,0,962,0,0,0,0,0,10,1,11,998,3,6,1,5,7,1,2,0,0,2,74,22,4,130,2,0,NA,NA,NA,NA,19,17,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,17,NA,NA,32,171,2000000000,40,100,453,453,88,100,NA,0,100,70,2,89,1,NA,NA,5,107,33,5086,22,2,1276,0,195,22,361000000,NA,634000000,1800000000,6,2,"Yes"
"Algeria",1962,6900,6300,600,7756,11690,3934,4,238174,0,0,0,1726,996,730,212,9,11,1,0,962,0,0,0,0,0,10,1,11,998,3,6,1,5,7,1,2,0,0,2,74,22,4,130,2,0,NA,NA,NA,NA,19,17,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,17,NA,NA,32,171,2000000000,40,100,453,453,88,100,NA,0,100,70,2,98,1,NA,NA,5,107,33,5086,22,2,1276,0,195,22,361000000,NA,634000000,1800000000,6,2,"Yes"
"Algeria",1965,6883,6300,582,7923,12522,4599,5,238174,0,0,0,1726,996,730,212,9,11,1,0,902,0,0,0,0,0,10,1,11,936,3,6,1,5,7,1,2,0,0,2,74,22,4,130,2,0,NA,NA,NA,NA,19,17,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,17,NA,NA,32,211,NA,40,100,453,453,88,100,NA,0,100,70,2,107,1,NA,NA,5,107,33,5086,22,2,1276,0,195,22,377000000,NA,1122000000,1800000000,6,2,"Yes"
"Algeria",1967,6866,6301,565,8090,13354,5264,5,238174,0,0,0,1726,996,730,212,9,11,1,0,842,0,0,0,0,0,10,1,11,873,3,6,1,5,7,1,2,0,0,2,74,22,4,130,2,0,NA,NA,NA,NA,19,17,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,17,NA,NA,32,252,NA,40,100,453,453,88,100,NA,0,100,70,2,112,1,NA,NA,5,107,33,5086,22,2,1276,0,195,22,393000000,NA,1610000000,1800000000,6,2,"Yes"
"Algeria",1970,6988,6405,583,8644,14365,5721,6,238174,0,0,0,1726,996,730,212,9,11,1,0,787,0,0,0,0,0,10,1,11,816,3,6,1,5,7,1,2,0,0,2,74,22,4,130,2,0,NA,NA,NA,NA,19,17,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,17,NA,NA,32,346,NA,40,100,453,453,88,100,NA,0,100,70,2,117,1,NA,NA,5,107,33,5086,22,2,1276,0,195,22,499500000,NA,NA,NA,6,2,"Yes"
"Algeria",1972,7111,6510,601,9198,15377,6179,6,238174,0,0,0,1726,996,730,212,9,11,1,0,731,0,0,0,0,0,10,1,11,758,3,6,1,5,7,1,2,0,0,2,74,22,4,135,2,0,NA,NA,NA,NA,19,19,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,20,NA,NA,32,439,NA,40,100,453,453,88,100,NA,0,100,70,2,109,1,NA,NA,5,107,33,5086,25,2,1276,0,195,22,606000000,NA,NA,NA,6,2,"Yes"
"Algeria",1975,7326,6707,619,9799,16533,6734,6,238174,0,0,0,1726,996,730,212,9,11,1,0,683,0,0,0,0,0,10,1,11,709,3,6,1,5,7,1,2,0,0,2,74,22,4,141,2,0,NA,NA,NA,NA,19,21,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,22,NA,NA,32,812,NA,40,100,453,453,88,100,NA,0,100,70,3,102,1,NA,NA,5,107,33,5086,28,2,1276,0,195,22,1123000000,NA,NA,NA,6,2,"Yes"
"Algeria",1977,7542,6904,638,10401,17690,7289,7,238174,0,0,0,1726,996,730,212,9,11,1,0,636,0,0,0,0,0,10,1,11,659,3,6,1,5,7,1,2,0,0,2,74,22,4,143,2,0,NA,NA,NA,NA,19,23,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,24,NA,NA,32,1186,NA,40,100,453,453,88,100,NA,0,100,70,3,101,1,NA,NA,5,107,33,5086,30,2,1276,0,195,22,1640000000,NA,NA,NA,6,2,"Yes"
"Algeria",1980,7525,6892,633,10784,19133,8348,8,238174,0,0,0,1726,996,730,212,9,11,1,0,591,0,0,0,0,0,10,1,11,613,3,6,1,5,7,1,3,0,0,2,74,22,4,145,3,0,NA,NA,NA,NA,19,25,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,26,NA,NA,32,1691,NA,40,100,453,453,88,100,NA,0,100,70,3,100,2,NA,NA,5,107,33,5086,33,2,1276,0,195,22,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1982,7509,6881,628,11168,20576,9408,8,238174,0,0,0,1726,996,730,212,9,11,1,0,546,0,0,0,0,0,10,1,11,567,3,6,1,5,7,1,3,0,0,2,71,22,6,145,3,0,NA,NA,NA,NA,19,27,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,28,NA,NA,33,2197,NA,40,100,453,453,88,100,NA,0,100,71,3,112,2,NA,NA,5,107,33,5086,35,2,1193,0,162,20,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1984,7547,6943,603,11402,21690,10287,9,238174,0,0,0,1769,996,772,212,9,11,1,0,521,0,0,0,0,0,10,1,11,540,3,6,1,5,7,1,3,0,0,2,68,23,8,146,3,0,NA,NA,NA,NA,20,28,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,29,NA,NA,35,2394,NA,40,100,453,453,88,100,NA,0,100,72,3,123,2,NA,NA,9,106,32,5485,37,2,1111,0,130,19,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1985,7585,7006,579,11637,22804,11166,9,238174,0,0,0,1812,997,814,212,9,11,1,0,495,0,0,0,0,0,10,1,11,514,3,6,1,5,7,1,3,0,0,2,65,23,10,146,3,0,NA,NA,NA,NA,21,29,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,180,36,48,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,31,NA,NA,37,2592,NA,40,100,453,453,88,100,NA,0,100,73,3,134,3,NA,NA,13,104,30,5884,39,2,1029,0,97,18,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1987,7624,7069,555,11872,23918,12046,10,238174,0,0,0,1855,998,857,212,9,11,1,0,470,0,0,0,0,0,10,1,11,487,3,6,1,5,7,1,4,1,0,2,62,24,12,155,3,0,NA,NA,NA,NA,22,34,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,201,36,67,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,35,NA,NA,39,2790,NA,40,100,453,453,88,100,NA,0,99,74,3,148,3,NA,NA,17,102,29,6283,44,2,947,0,65,16,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1990,7859,7315,543,12139,25549,13410,10,238174,0,0,0,2004,1039,964,212,9,11,1,0,442,0,0,0,0,0,10,1,11,458,3,6,1,5,7,1,4,1,0,2,60,24,15,165,4,0,NA,NA,NA,NA,23,38,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,222,36,87,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,39,NA,NA,41,2278,NA,40,100,453,453,88,100,NA,0,98,75,3,161,4,NA,NA,21,101,28,7182,49,2,865,0,32,15,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1992,8094,7562,532,12406,27181,14775,11,238174,0,0,0,2153,1081,1072,212,9,11,1,0,413,0,0,0,0,0,10,1,11,429,3,6,1,5,7,1,4,1,0,2,60,25,14,167,4,0,NA,NA,NA,NA,24,39,NA,NA,NA,NA,445,NA,40,NA,555,NA,110,555,NA,NA,100,61,244,36,107,2,12,NA,NA,65,366,42,1300,6,NA,NA,NA,NA,41,NA,NA,43,1766,NA,40,100,453,453,88,100,NA,0,98,77,3,159,4,NA,NA,25,99,26,8082,52,2,857,0,37,14,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1995,8126,7606,520,12416,28534,16118,11,238174,0,0,0,2373,1180,1193,212,9,11,1,0,395,0,0,0,0,0,10,1,11,409,3,6,1,5,7,1,4,1,0,2,60,26,12,170,4,0,NA,NA,NA,NA,25,41,NA,NA,NA,NA,459,NA,59,NA,558,NA,99,558,NA,NA,100,61,265,36,127,2,12,NA,NA,68,383,42,1300,6,NA,NA,NA,NA,43,NA,NA,46,1689,NA,77,100,453,453,88,100,NA,0,98,79,3,158,4,NA,NA,23,101,25,9166,54,2,849,0,41,13,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1997,8159,7650,509,12426,29888,17462,12,238174,0,0,0,2594,1280,1314,212,9,11,1,0,376,0,0,0,0,0,10,1,11,390,3,6,1,5,7,1,5,1,0,3,60,27,11,172,5,0,NA,NA,NA,NA,26,43,NA,NA,NA,NA,472,NA,78,NA,561,NA,88,561,NA,NA,100,61,287,36,146,2,12,NA,NA,71,401,43,1300,6,NA,NA,NA,NA,45,NA,NA,48,1612,NA,115,100,453,453,88,100,NA,0,99,81,3,157,4,NA,NA,21,102,25,10250,57,2,841,0,46,12,NA,NA,NA,NA,6,2,"Yes"
"Algeria",1999,8170,7624,546,12308,30413,18104,12,238174,0,0,0,2684,1317,1367,212,9,11,1,0,370,0,0,0,0,0,10,1,11,384,3,6,1,5,7,1,5,1,0,3,60,28,10,174,5,0,NA,NA,NA,NA,27,45,NA,NA,NA,NA,486,NA,97,NA,563,NA,77,563,NA,NA,100,61,308,36,166,2,12,NA,NA,74,418,43,1300,6,NA,NA,NA,NA,46,NA,NA,51,1652,NA,152,100,453,453,88,100,NA,0,99,83,3,157,4,NA,NA,20,104,24,10782,59,2,833,0,51,11,NA,NA,NA,NA,6,2,"Yes"
"Algeria",2000,8182,7598,584,12191,30939,18747,12,238174,0,0,0,2775,1354,1421,212,9,11,1,0,364,0,0,0,0,0,10,1,11,377,3,6,1,5,7,1,5,1,0,3,60,29,9,176,5,0,NA,NA,NA,NA,28,47,NA,NA,NA,NA,499,NA,116,NA,566,NA,66,566,NA,NA,100,61,330,36,186,2,12,NA,NA,76,435,43,1300,6,NA,NA,NA,NA,48,NA,NA,53,1693,NA,190,100,453,453,88,100,NA,0,99,85,3,156,5,NA,NA,18,106,24,11315,61,2,825,0,55,10,NA,NA,NA,NA,6,2,"Yes"
"Algeria",2001,8194,7572,621,12074,31464,19390,13,238174,0,0,0,2866,1391,1475,212,9,11,1,0,357,0,0,0,0,0,10,1,11,371,3,6,1,5,7,1,5,1,0,3,61,30,8,178,5,0,NA,NA,NA,NA,30,48,NA,NA,NA,NA,513,NA,135,NA,569,NA,56,569,NA,NA,100,61,351,36,206,2,12,NA,NA,79,453,43,1300,6,NA,NA,NA,NA,50,NA,NA,57,1733,NA,227,100,453,453,88,100,NA,0,99,89,3,174,5,NA,NA,17,107,24,11847,64,2,817,0,78,12,NA,NA,NA,NA,6,2,"Yes"
"Algeria",2002,8206,7547,659,11957,31990,20033,13,238174,0,0,0,2957,1428,1529,212,9,11,1,0,351,0,0,0,0,0,10,1,11,364,3,6,1,5,7,1,6,2,0,3,60,30,8,185,6,0,NA,NA,NA,NA,31,51,NA,NA,NA,NA,608,NA,155,NA,663,NA,55,663,NA,NA,100,62,421,35,229,1,12,NA,NA,80,540,51,1300,8,NA,NA,NA,NA,53,NA,NA,60,1774,NA,265,97,534,533,87,97,NA,0,98,92,3,192,6,NA,NA,15,109,23,12380,67,2,1000,0,102,14,NA,NA,NA,NA,7,2,"Yes"
"Algeria",2005,8267,7521,746,11747,32747,21000,13,238174,0,0,0,3039,1462,1577,212,9,11,1,0,343,0,0,0,0,0,10,1,11,356,3,6,1,5,7,1,6,2,0,3,60,31,7,192,6,0,NA,NA,NA,NA,33,54,NA,NA,NA,NA,703,NA,174,NA,758,NA,54,758,NA,NA,100,63,491,34,253,1,12,NA,NA,81,628,58,1300,9,NA,NA,NA,NA,56,NA,NA,63,2496,NA,302,95,615,612,87,95,NA,0,97,96,3,210,7,NA,NA,14,113,23,13060,71,2,1183,0,125,16,NA,NA,NA,NA,8,2,"Yes"
"Algeria",2006,8328,7495,833,11537,33504,21967,14,238174,0,0,0,3122,1497,1625,212,9,11,1,0,336,0,0,0,0,0,10,1,11,348,3,6,1,5,7,1,6,2,0,4,60,32,7,198,6,0,NA,NA,NA,NA,35,56,NA,NA,NA,NA,797,NA,193,NA,852,NA,54,852,NA,NA,100,64,561,33,277,1,12,NA,NA,82,715,65,1300,10,NA,NA,NA,NA,58,NA,NA,67,3218,NA,340,93,696,692,87,93,NA,0,96,99,3,212,7,NA,NA,14,117,22,13740,74,2,1366,0,148,18,NA,NA,NA,NA,9,2,"Yes"
"Algeria",2007,8390,7469,921,11327,34262,22935,14,238174,0,0,0,3205,1532,1673,212,9,11,1,0,328,0,0,0,0,0,10,1,11,340,3,6,1,5,7,1,7,2,0,4,60,33,6,205,6,0,NA,NA,NA,NA,37,59,NA,NA,NA,NA,892,NA,212,NA,946,NA,53,946,NA,NA,100,65,631,32,301,1,13,NA,NA,83,802,72,1300,11,NA,NA,NA,NA,61,NA,NA,70,3940,NA,377,91,777,772,86,91,NA,0,95,103,3,214,7,NA,NA,13,121,22,14420,77,2,1549,0,171,19,NA,NA,NA,NA,10,2,"Yes"
"Algeria",2008,8403,7481,922,11197,35321,24124,14,238174,0,0,0,3259,1553,1706,212,9,11,1,0,319,0,0,0,0,0,10,1,11,330,3,6,1,5,7,1,7,2,0,4,59,34,6,211,7,0,NA,NA,NA,NA,39,61,NA,NA,NA,NA,987,NA,231,NA,1041,NA,53,1041,NA,NA,100,66,701,32,325,1,13,NA,NA,84,890,80,1300,12,NA,NA,NA,NA,64,NA,NA,73,4487,NA,415,89,858,852,86,89,NA,0,94,106,3,216,7,NA,NA,12,125,21,15098,81,2,1732,0,194,21,NA,NA,NA,NA,11,2,"Yes"
"Algeria",2010,8416,7493,923,11067,36380,25313,15,238174,0,0,0,3313,1574,1739,212,9,11,1,0,309,0,0,0,0,0,10,1,11,321,3,6,1,5,7,1,8,2,0,4,59,35,5,218,7,0,NA,NA,NA,NA,40,64,NA,NA,NA,NA,1082,NA,250,NA,1135,NA,53,1135,NA,NA,100,67,771,31,349,1,13,NA,NA,85,977,87,1300,13,NA,NA,NA,NA,66,NA,NA,77,5034,NA,452,86,858,932,86,86,NA,1,93,110,3,218,8,NA,NA,11,129,21,15777,84,2,1915,0,217,23,NA,NA,NA,NA,11,2,"Yes"
"Algeria",2012,8430,7506,924,10937,37439,26502,15,238174,0,0,0,3368,1595,1773,212,9,11,1,0,300,0,0,0,0,0,10,1,11,311,3,6,1,5,7,1,8,3,0,4,59,35,4,225,7,0,NA,NA,NA,NA,42,66,NA,NA,NA,NA,1177,NA,270,NA,1230,NA,53,1230,NA,NA,100,68,841,30,372,1,14,NA,NA,86,1065,94,1300,14,NA,NA,NA,NA,69,NA,NA,80,5582,NA,490,84,858,1012,85,84,NA,1,92,114,3,215,8,NA,NA,11,133,20,16456,87,2,2099,0,241,25,NA,NA,NA,NA,11,2,"Yes"
"Algeria",2014,8439,7469,969,10932,38553,27620,16,238174,0,0,0,3399,1616,1783,212,9,11,1,0,283,0,0,0,0,0,10,1,11,294,3,6,1,5,7,1,8,3,0,4,59,35,4,225,7,0,NA,NA,NA,NA,42,66,NA,NA,NA,NA,1177,NA,270,NA,1230,NA,53,1230,NA,NA,100,68,841,30,372,1,14,NA,NA,86,1065,94,1300,14,NA,NA,NA,NA,69,NA,NA,80,4896,NA,490,84,858,1012,85,84,NA,1,92,114,3,212,8,NA,NA,11,133,19,17253,87,2,2099,0,241,25,NA,NA,NA,NA,11,2,"Yes"
"Algeria",2015,8439,7469,969,10928,39667,28739,16,238174,0,0,0,3399,1616,1783,212,9,11,1,0,283,0,0,0,0,0,10,1,11,294,3,6,1,5,7,1,8,3,0,4,59,35,4,225,7,0,NA,NA,NA,NA,42,66,NA,NA,NA,NA,1177,NA,270,NA,1230,NA,53,1230,NA,NA,100,68,841,30,372,1,14,NA,NA,86,1065,94,1300,14,NA,NA,NA,NA,69,NA,NA,80,4210,NA,490,84,858,1012,85,84,NA,1,92,114,3,209,8,NA,NA,11,133,19,17253,87,2,2099,0,241,25,NA,NA,NA,NA,11,2,"Yes"
